,comment
5680,"delicata or butternut squash, peeled, seeded and cut into 2-inch chunks"
5681,cut on the diagonal into 2 1/2-inch pieces
5682,peeled and cut into 1-inch pieces
5683,"large, peeled, seeded and chopped into large chunks"
5684,"peeled, cut into 1-inch chunks, or daikon and turnips"
5685,minced peeled root
5686,"medium, cut into small dice"
5687,"large, cut into florets (3 cups)"
5688,"fresh or 2 10-ounce packages frozen peas, thawed"
5689,plain low-fat
5690,"medium, peeled and coarsely chopped, about 1 cup"
5691,"cleaned and cut into 1-inch pieces, about 4 ounces"
5692,cut into 2-inch pieces
5693,"lean stew meat, in 2-inch pieces"
5694,"peeled and cut into 1-inch pieces, about 3 ounces"
5695,"cut into 1-inch pieces, about 2 ounces"
5696,"cored and roughly chopped, about 3 cups"
5697,"smashed, peeled and sliced"
5698,cleaned of any blood and cut into 2- inch pieces
5699,washed and stems trimmed to about 1 inch
5700,cored and cut into wedges
5701,"dried, preferably french le puy variety"
5702,or canned chicken broth
5703,fresh or canned chicken or beef
5704,crushed or chopped canned imported
5705,"fine, fresh"
5706,tepid
5707,"unbleached, plus for dusting work surfaces"
5708,"large or 2 small, about 4 1/2 pounds"
5709,or cornmeal for baking pan
5710,"or 1 tablespoon freshly chopped parsley, more for garnish"
5711,"(3 to 4 ounces), thinly shaved with a vegetable peeler or truffle slicer"
5712,"small or zucchini, about 6 inches long"
5713,"good quality, preferably homemade"
5714,or dry vermouth
5715,thinly sliced or chicken breast
5716,light (not extra virgin) or vegetable oil for browning
5717,peeled and thinly sliced baking (idaho or russet)
5718,few sprigs chopped
5719,"large, shaved with a vegetable peeler or slicer, or 1/4 cup truffle peelings, finely chopped"
5720,dry or sherry
5721,large (4 1/2 to 5 ounces)
5722,"tight, thoroughly rinsed and dried (about 5 cups)"
5723,crushed and finely chopped (about 1/2 teaspoon)
5724,firm (about 5 ounces)
5725,"small boiling, unpeeled (about 3/4 pound)"
5726,mixed (mild varieties like ruby or oakleaf)
5727,large or 2 small (about 3 1/2 ounces)
5728,( 3/4-inch thick) crusty french or italian (4 to 5 inches in diameter)
5729,imported or homemade
5730,dark or molasses
5731,or 8 baby-back ribs
5732,of (navy beans)
5733,"scant, plus more to taste"
5734,homemade
5735,coleman's
5736,thinly sliced white or wheat
5737,sliced into rounds
5738,"thick, crisp"
5739,"ripe, thinly sliced"
5740,"either iceberg, romaine or boston (i love boston best on this), rinsed and dried"
5741,"either roasted or poached, on the bone, for the occasion"
5742,"good white, either pepperidge farm or from a light homemade loaf"
5743,"thickly sliced, then halved or quartered"
5744,excellent
5745,aged
5746,preferably from priorat or rioja
5747,cut crosswise into 2-inch pieces
5748,"nicoise or other sweet dark, pitted"
5749,fire-roasted
5750,dried ancho (soaked in very hot tap water for 20 minutes)
5751,"ripe baseball-size, cored and halved"
5752,preferably from arbequina olives (see note)
5753,1 4-pound
5754,"large, preserved in brine"
5755,"or more of, depending on tartness of plums"
5756,"or pork cubes, trimmed of fat"
5757,juice from large
5758,spanish smoked (see note)
5759,razor
5760,"(2 sticks), soft but cool"
5761,"chopped fresh, or 1 tablespoon dried"
5762,large fresh or 1 teaspoon crumbled dried sage
5763,"large, approximately 3 pounds, peeled and thinly sliced"
5764,"large, approximately 1 1/2 pounds, peeled and sliced thinly into rings"
5765,"large, approximately 1/2 pound, minced"
5766,"yellow, plus for dusting the baking sheet"
5767,plus for kneading
5768,warm (105 to 115 degrees)
5769,1 14-ounce can unsweetened (see note)
5770,or 1/2 tablespoon tamarind paste (see note)
5771,"ripe, sliced"
5772,"1 1/2 inches long, peeled and chopped finely to a paste"
5773,"large, peeled, cut in half vertically and sliced thin"
5774,hot chili or red pepper (optional)
5775,fresh (see note)
5776,about 2 pounds with bones
5777,good-quality (i use chestnut tree honey)
5778,"robust, fruity (beaujolais, spanish sangre de toro, zinfandel or cotes du rhone)"
5779,"small wedges, for garnish"
5780,"skin of, cut into about 20 strips"
5781,crushed into pieces
5782,damaged or wilted leaves and stems removed -- washed
5783,grated (see step 2.)
5784,"(8 ounces), seeded and diced (1 cup)"
5785,cut into 1 1/2-inch pieces (4 cups)
5786,macaroni or bow-tie pasta
5787,freshly squeezed (yield of 1 large lemon)
5788,or jam
5789,"very ripe (1 3/4 pounds), washed and each cut into 8 wedges"
5790,"(loose), shredded into large pieces"
5791,"fresh, cut into 1-inch cubes"
5792,or black oil-cured olives
5793,very ripe medium-size ( 3/4 pounds)
5794,"(preferably haricot verts), tips and strings snapped off"
5795,"peeled, crushed and chopped (1 1/2 tablespoons)"
5796,"or equal parts ground cinnamon, clove and mace"
5797,shelled fresh or frozen and defrosted
5798,large red (3 1/2 pounds) sliced
5799,chopped (3 cloves)
5800,roughly cut (about 1 large carrot)
5801,more for brushing toast
5802,chopped (3 large ribs)
5803,prosciutto (about 3 ounces)
5804,cut into half-moons
5805,"belly, with ribs"
5806,ribs
5807,roughly chopped with their juice
5808,or 32 soft-shell clams (steamers)
5809,1/2 6-ounce can
5810,peeled baby or 8 ounces sliced (ready cut) carrots (1 1/2 cups)
5811,trimmed and cut into 1/4-inch dice
5812,"medium-to-large, peeled and cut into 1/4-inch dice"
5813,"fresh, enough for 1 tablespoon"
5814,crushed canned no-salt- added
5815,whole or 11 ounces chopped (ready cut) (2 1/3 cups)
5816,"small, about 1/2 pound"
5817,"boneless, 4 to 6 ounces each, with skin attached"
5818,", like beaujolais or burgundy (pinot noir)"
5819,16-ounce bag
5820,"large, peeled, pith removed, and halved"
5821,crystal or other louisiana-style hot (do not use tabasco)
5822,jumbo lump
5823,"fresh, trimmed and cleaned"
5824,1 28-ounce can crushed
5825,dried or 4 sprigs of fresh
5826,well trimmed and cut into 1 1/2-inch cubes
5827,"large, trimmed and scraped"
5828,"cut into 2-inch cubes, including the bones"
5829,medium-size stuck with 2 cloves
5830,dried or 4 sprigs fresh
5831,dried or any small white beans
5832,or dill
5833,or coarse black pepper
5834,or nonstick spray for greasing baking sheet
5835,7-pound (have the butcher cut across the breast to make six strips of equal width)
5836,chopped toasted or cooked wheat berries
5837,(1 stick) chilled
5838,sliced smoked
5839,washed and trimmed
5840,whole with head and tail
5841,"(2 tablespoons, firmly packed)"
5842,cooked (see recipe)
5843,"boneless loin of, about 3 ounce each, trimmed of fat"
5844,"lean, fat-free center-cut chops 1 inch thick, bones trimmed french style (see note), about 1 1/2 pounds"
5845,"fresh, loose or 10 ounces packaged, fresh spinach"
5846,"whole or 3 ounces sliced, ready-cut mushrooms (1 cup)"
5847,tenderloin
5848,"whole red, yellow and green or 14 ounces thinly sliced peppers (4 cups)"
5849,whole or 11 ounces chopped ready-cut onion (2 cups)
5850,"thin-skinned, peeled and sectioned"
5851,"fresh, more to taste"
5852,"dried or fresh, diced, fresh whole for stuffing"
5853,small italian
5854,"seeds from, for garnish"
5855,skinless
5856,"(see note) diluted in 1/2 cup water, or 1 cup pomegranate juice"
5857,"medium yellow, diced"
5858,"medium red, diced"
5859,or cayenne pepper
5860,"(see note), diluted in 3 tablespoons water"
5861,"sea, plus more to taste"
5862,finely grated zest (from 2 to 3 lemons)
5863,few drops fresh
5864,"shucked, including liquor"
5865,greek or other plain whole-milk
5866,"soft, or as needed"
5867,"or table salt, to taste"
5868,finely sliced into rings
5869,cooled and roughly shredded
5870,"kirby, scrubbed; or 2 regular, peeled; cut into batons"
5871,"mild, pure"
5872,"2 16-ounce cans pinto or kidney or 1/2 to 2/3 cup dried beans, cooked"
5873,"canned, no-salt added"
5874,"cut into strips, for garnish"
5875,"corn, safflower or canola"
5876,"bonito-flavored such as kikkoman hon tsuyu (see note), or more to taste"
5877,"large, peeled and sliced on bias into rounds 1/4 inch thick"
5878,cored and sliced into half-moons 1/8 inch thick
5879,"or shrimp, peeled"
5880,noninstant nonfat (optional)
5881,plain with active cultures
5882,or 1/2 cup white vinegar diluted with 1/4 cup water
5883,( 3/4 cup) undiluted defrosted concentrate
5884,"fresh, washed, hulled and quartered"
5885,stock or broth
5886,"white and light green parts only, rinsed well and very thinly sliced"
5887,"mixed wild (shiitake, oyster, black trumpet or others), sliced"
5888,"sourdough, cut into 1-inch cubes"
5889,"mixed like lola rosa, red oak, butter, romaine, arugula, mizuna, sorrel"
5890,"olive oil, lard or bacon drippings"
5891,sliced thinly (see note)
5892,in bite-size pieces
5893,"mixed mild-flavored like radish, pea and mung bean, washed and dried"
5894,leaves stripped
5895,tops in 2-inch pieces
5896,"small, sliced thinly"
5897,"pressed from one 2-inch-long piece ginger, grated"
5898,"or, if available, key limes, quartered"
5899,shredded like havarti or monterey jack
5900,"yellow, chopped"
5901,young new
5902,thai or other small hot dried or fresh
5903,"cooked or canned, drained"
5904,"hearts of, core removed and leaves separated"
5905,"extra virgin, plus a little extra if needed"
5906,"ground, or to taste"
5907,urfa or aleppo plus more as desired for sprinkling
5908,medium-grain or bulgur wheat
5909,"1 2-ounce can, drained and finely chopped"
5910,cored and coarsely shredded
5911,finely chopped well-drained canned
5912,(kale may be substituted)
5913,"canned, chopped well-drained"
5914,sherry or good-quality wine vinegar
5915,"whole (1 yellow, 1 red, 1 green), or 22 ounces sliced ready-cut peppers (about 5 1/2 cups)"
5916,turbinado
5917,smoked danish sea (see box)
5918,"skinless, boneless, about 1 3/4 pounds total"
5919,fresh large
5920,whole or 11 ounces chopped ready-cut onion (2 1/4 to 2 1/2 cups)
5921,"fresh, eggless if possible"
5922,large in the shell
5923,"ripe field, or 2 cups canned no-salt-added"
5924,"boneless, skinless, 1 to 1 1/2 pounds"
5925,or oloroso sherry (do not use cream sherry)
5926,"meat, chicken or vegetable"
5927,"oyster or shiitake, trimmed and roughly chopped"
5928,dried cascabel
5929,sichuan
5930,"dried pasilla, depending on piquancy desired, washed"
5931,sun-dried
5932,"pitted and peeled and thinly sliced, for garnish"
5933,"peeled, seeded and chopped"
5934,plus more for frying
5935,plus more for rolling
5936,"canned, depending on desired piquancy, minced"
5937,"1/2-inch-thick italian country-style, toasted"
5938,ripe red
5939,(1 stick) at room temperature
5940,"fresh, crumpled"
5941,ground round
5942,"(about 8 ounces), shredded"
5943,"salted, thoroughly rinsed, coarsely chopped if large"
5944,freshly grated parmigiano-reggiano and pecorino
5945,"coarsely ground or ground round, with a fat content of 20 percent, or up to 25 percent for barbecuing"
5946,torn into small pieces
5947,"best quality, for sprinkling"
5948,inch-long shavings
5949,"or other lightly smoked, dry cured ham"
5950,plis 1/4 cup
5951,old-fashioned (not quick-cooking)
5952,"large, peeled, cored and sliced"
5953,(2 sticks) cold
5954,or walnuts (optional)
5955,plus extra for dusting
5956,stone-ground
5957,small (golf-ball size)
5958,"mixed dried (such as apricots, cranberries, prunes, cherries and figs)"
5959,1 1/4-ounce envelope
5960,dark amber
5961,jack-be-little
5962,split and scraped of pulp
5963,in 1-inch cubes
5964,available at specialty food markets
5965,or sugar pumpkin
5966,"extra-bittersweet, chopped"
5967,plus additional for cake pans
5968,"plus more for cake pans, at room temperature"
5969,"handful italian, chopped"
5970,or coarse sea salt finely ground
5971,for ravioli (see recipe)
5972,"stalk, chopped"
5973,cut into 1-inch cubes (or short ribs)
5974,"chopped fresh or canned, plus more as needed"
5975,or as desired
5976,"large, or 2 small yolks"
5977,or more as needed
5978,"large, or to taste"
5979,more as desired
5980,"or more, as desired"
5981,"day-old italian, crusts removed"
5982,"(or up to 6, as desired), minced"
5983,cooked according to package directions and drained
5984,to taste as desired
5985,"cut into strips (or use plum tomatoes, seeded and cut into strips)"
5986,crumbled parmesan or romano
5987,made from day-old italian bread
5988,"bittersweet, chopped fine"
5989,"mixed, chopped"
5990,cut into 1/2-inch-thick slices
5991,"grand marnier, benedictine, framboise"
5992,"flat-leaf, well rinsed"
5993,recipe follows
5994,well rinsed
5995,finely chopped or 1/2 cup chopped red onion
5996,"sliced, white and green parts kept separate"
5997,"vegetable or chicken, plus more as needed"
5998,"raw, shelled"
5999,"sliced on bias, tips kept separate from stems"
6000,"(flowers only), optional"
6001,red new waxy
6002,"chopped, cored and seeded"
6003,"large sweet, cored, seeded and cut into large pieces"
6004,"for cooking water, to taste"
6005,"live, about 1 1/2 pounds each"
6006,"cognac, rye or rum"
6007,fresh or dried organic or a 2-inch cinnamon stick
6008,2 percent
6009,unfiltered organic
6010,fresh organic or 2 tablespoons dried
6011,"organic, trimmed and peeled"
6012,"of grated, plus additional cheese to serve on the side"
6013,"1 16-ounce box, like penne"
6014,"chopped fresh, skin and seeds removed"
6015,"1 28-ounce can italian, pureed, then strained to remove skin and seeds"
6016,stems from a small bunch
6017,leafy top part only
6018,green part only
6019,"dried, soaked in water overnight"
6020,"small, peeled and chopped coarse"
6021,"small sweet, peeled and chopped coarse"
6022,"medium-size, sliced and rinsed"
6023,minced or cilantro
6024,"sherry or white wine, or water"
6025,defrost if frozen
6026,"medium, roughly chopped"
6027,"stemmed, cored and roughly chopped"
6028,chopped boneless
6029,(loosely packed) mixed
6030,"belgian, torn into pieces"
6031,"grated, for serving"
6032,"(lightly packed) fresh, more for garnish"
6033,1 28-ounce can or 3 cups finely chopped fresh tomatoes
6034,"preferably organic, trimmed and peeled (about 16 pieces)"
6035,plum (about 1 3/4 pounds)
6036,"2 10-ounce sushi grade, 1-inch thick"
6037,"green, washed, trimmed and chopped"
6038,"red, sliced paper-thin"
6039,"1-inch, peeled"
6040,"fresh thin, chinese or american"
6041,"or broth, no salt added"
6042,tough stems trimmed and heads cut into bite-size florets
6043,coarsely shredded
6044,firm or extra-firm regular or low-fat
6045,or 2 teaspoons instant espresso
6046,good-quality unsweetened like valrhona
6047,juice of plus the skin and pulp
6048,silken firm or extra-firm
6049,"plain, drained for 5 minutes in cheesecloth"
6050,"english, peeled, seeded and chopped into 1/8-inch cubes"
6051,coarse sea or kosher salt
6052,"small, trimmed and chopped"
6053,premium quality
6054,"small, trimmed and scrubbed"
6055,thinly sliced (1/4-inch)
6056,"packed, chopped into 1/2-inch pieces"
6057,fresh plus 1 or 2 sprigs for garnish
6058,"candy canes or dark chocolate sprinkles, optional"
6059,"preferably two ounces each of different brands, like lindt, valrhona, callebaut, nestle premier, ghirardelli or baker's"
6060,"long, washed, tips and stems removed, cut into 1zx-inch pieces"
6061,double-black
6062,"2-inch fresh, peeled and thinly sliced against the grain (about 2 tablespoons)"
6063,"or other fresh long, red chilies, like fresno or cayenne, stemmed and coarsely chopped (1 1/2 chilies for medium heat)"
